Quando Eu Chamar Saudade,Sururu na Roda,Se Você Me Ouvisse,T42pumlmp7yr6h5fokoov4mfxhi
Under My Thumb,The Rolling Stones,Aftermath (Remastered),Togihrjr6fu5725pc4z7mjssovi
Good Day Sunshine (Remastered 2009),The Beatles,Revolver (Remastered),Te4q5cmm2i6p7nmlx23olqa4q2a
It's Only Rock'n'Roll (But I Like It),The Rolling Stones,It's Only Rock 'N' Roll (2009 Re-Mastered),T6kxcfwszvy77sdzzrkl3wtv4fy
Happiness Is A Warm Gun (Remastered 2009),The Beatles,The Beatles (Remastered),To2k3l3t74tn7glzgvad3oudg5u
Somos Dois,Dick Farney,Meus Momentos: Dick Farney,Tngqrcpkpttrgxi5733jhbhpoem
Você Não Sabe Amar,Dick Farney,O Melhor,Tcyejlzxh5wqh356rgvupkefhiu
Se Você Me Ouvisse,Sururu na Roda,Se Você Me Ouvisse,Tvlyncjipznldjej64qvtuhixe4
A Flor e o Espinho,Sururu na Roda,Se Você Me Ouvisse,Tm4wnn6dl3fncxvm3qrm7xw3ysy
História de um Valente (feat. Alexandre Caldi),Sururu na Roda,Se Você Me Ouvisse,Thmkhujlojbfxldle672fkyzmce
Minha Festa,Sururu na Roda,Se Você Me Ouvisse,Tqmmaonwptlhchncootaf5whnwe
Honky Tonk Women (Mono Version),The Rolling Stones,Through The Past Darkly (Big Hits Vol.2) (Remastered),T7xsd57sbd62z46qnqhe4xuvhxi
A Vida (feat. Marcelo Caldi),Sururu na Roda,Se Você Me Ouvisse,Tjcsby7bikd477mwurgs3g5dgtu
Pra Que Chorar,Os Cariocas,Pure Bossa Nova,Trytfp6qgm3xtf2lpnzyyxj6b24
Notícia / O Meu Pecado (feat. Dirceu Leite),Sururu na Roda,Se Você Me Ouvisse,T6hzvfquvvwrmckdnnt3bimtfjm
Folhas Secas (feat. Dirceu Leite),Sururu na Roda,Se Você Me Ouvisse,Tcuoawjspumsqwzcqrqrsgowcle
Degraus da Vida (feat. Cristino Ricardo),Sururu na Roda,Se Você Me Ouvisse,Tfnii7qnc452i4jp2qbcemgqzyy
Luz Negra,Sururu na Roda,Se Você Me Ouvisse,Tgv2my2f42k5xsuh5o7q2pk2wdq
Gotas de Luar,Sururu na Roda,Se Você Me Ouvisse,T4vkiqc27jp7l2nxs5sa5grrlxe
Caminhando (feat. Marcelo Caldi),Sururu na Roda,Se Você Me Ouvisse,Tmlqvr3joccwplqg2do47tq3h6m
Rugas (feat. Dirceu Leite),Sururu na Roda,Se Você Me Ouvisse,Tcffmp6zlpdv2tma2o7gnaok4c4
Juízo Final,Sururu na Roda,Se Você Me Ouvisse,Tib62t7yvzb7t3xzrn2ywwkalaq
Sambolero,João Donato Trio,Sambolero,Tgmpvco5b7elv6bk6vkrkwsnhu4
Dona Carola (feat. Dirceu Leite),Sururu na Roda,Se Você Me Ouvisse,Txd7e6j4e4bvontfajim2z42gmy
Pranto de Poeta / Quero Alegria / Vou Partir / Sempre Mangueira,Sururu na Roda,Se Você Me Ouvisse,Tz3xjabkkmbq6as3gioh6qqy4e4
Bebete Vãobora,Wilson Simoninha,Live Session At Trama Studios,Txe3ayjcf7uhczmglrzkmqkh3ue
Happy Hour à Beira Mar,Wilson Simoninha,Live Session At Trama Studios,Tluii6od2vytos2y63d3ir3h4lu
Bananeira,João Donato Trio,Sambolero,Txh36mmvr46kkurmydcpuctnwwq
"Bossa Eterna (feat. João Donato, Luiz Alves & Robertinho Silva)",Raul De Souza,Bossa Eterna,Tavqhzgypwegs3r4bpth3jqubyu
"Balanço Zona Sul (feat. João Donato, Luiz Alves & Robertinho Silva)",Raul De Souza,Bossa Eterna,Thvw5f7jp7p6vbkyc55wi3k5nay
"Lugar Comum (feat. João Donato, Luiz Alves & Robertinho Silva)",Raul De Souza,Bossa Eterna,Tesmvool3c5pe5l2lume2rqrluq
Pra Que Chorar,João Donato E Seu Trio,Muito À Vontade,Tfjbywbz32tlkvuuseiabczbmn4
Sambou...Sambou,João Donato,Muito À Vontade,Tpujw3tvfn6toprzevsvsb2ewse
Minha Saudade,João Donato,Muito À Vontade,Twynfrvsepebfohkytmlrmfmudq
Give Life Back to Music (feat. Nile Rodgers),Daft Punk,Random Access Memories,Tdhxwa373d2bmj77vojyktg2gwe
